SEED	BIGG	KEGG	byocyc	name
rxn05059_c0	NULL	R07307	META:3.5.4.30-RXN.c	dCTP aminohydrolase (dUMP-forming)_c0
rxn00175_c0	['ACSm', 'ACS1', 'ACSr', 'ACSp', 'ACS']	R00235	['META:ACETATE--COA-LIGASE-RXN', 'META:ACETATE--COA-LIGASE-RXN.c']	Acetate:CoA ligase (AMP-forming)_c0
rxn06190_c0	NULL	R02616	NULL	Acyl-CoA:beta-D-galactoside 6-acetyltransferase_c0
rxn00427_c0	PRDX	R00602	META:RXN-14189	methanol:hydrogen-peroxide oxidoreductase_c0
rxn04238_c0	NULL	R06371	NULL	R06371_c0
rxn01366_c0	['PYNP2', 'U22', 'PYNP2r']	R01876	['META:URPHOS-RXN.c', 'META:URPHOS-RXN']	Uridine:phosphate alpha-D-ribosyltransferase_c0
rxn10121_c0	['NO3R2', 'NO3R2pp']	NULL	NULL	Nitrate reductase (Menaquinol-8) (periplasm)_c0
rxn05579_c0	['GLYBt2r', 'GLYBt6', 'GLYBt2pp']	NULL	META:TRANS-RXN-29A	Glycine betaine transport via proton symport, reversible_c0
rxn06197_c0	NULL	R02625	NULL	ATP:protein-L-histidine N(pi)-phosphotransferase_c0
rxn01208_c0	['OMCDCm', 'OMCDC']	R01652	['META:RXN-7800.c', 'META:RXN-7800']	R01652_c0
rxn05165_c0	['PROabc', 'PROabcpp']	NULL	['META:ABC-26-RXN', 'META:3.6.3.22-RXN.ce.metaexp.PRO_PRO']	nonpolar-amino-acid-transporting ATPase_c0
rxn05362_c0	NULL	NULL	NULL	4-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn10310_c0	NULL	NULL	NULL	isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0
rxn01143_c0	['U16', 'TMDK1']	R01567	['META:THYKI-RXN', 'META:THYKI-RXN.c']	ATP:thymidine 5'-phosphotransferase_c0
rxn03513_c0	PC17M	R05180	['META:2.1.1.131-RXN.c', 'META:2.1.1.131-RXN']	S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase_c0
rxn01647_c0	NULL	R02295	NULL	Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase_c0
rxn10474_c0	['COBALT2tpp', 'COBALTt5', 'COBALTt5i', 'COBALT2tex']	NULL	NULL	cobalt (Co+2) transport via diffusion (extracellular to periplasm)_c0
rxn00260_c0	['ASPTAm', 'ASPTA', 'ASPTAp', 'ASPTA1', 'AAT2_1', 'AAT1_1', 'ASPTA1r']	R00355	['META:ASPAMINOTRANS-RXN', 'META:ASPAMINOTRANS-RXN.c', 'META:RXN-13697']	L-Aspartate:2-oxoglutarate aminotransferase_c0
rxn04757_c0	NULL	R06948	NULL	violaxanthin-neoxanthin isomerase (epoxide-opening)_c0
rxn10120_c0	['NO3R1pp', 'NO3R1']	NULL	NULL	Nitrate reductase (Ubiquinol-8) (periplasm)_c0
rxn03380_c0	NULL	R04942	NULL	L-Serine hydro-lyase (adding homocysteine)_c0
rxn07454_c0	NULL	R07638	['META:4.99.1.7-RXN', 'META:4.99.1.7-RXN.c']	(Z)-phenylacetaldehyde-oxime hydro-lyase_c0
rxn00461_c0	UAGCVT	R00660	['META:UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN', 'META:UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN.c']	Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase_c0
rxn05613_c0	METSabc	NULL	META:TRANS-RXN0-511	L-methionine S-oxide transport via ABC system_c0
rxn06037_c0	HACDp	R01778	NULL	(3S)-3-Hydroxyacyl-CoA:NAD+ oxidoreductase_c0
rxn00817_c0	['YBR184W_2', 'GALS3', 'DGGH', 'YBR184W_1', 'FSP2_2']	['R06091', 'R01101']	META:ALPHAGALACTOSID-RXN	melibiose galactohydrolase_c0
rxn00181_c0	NULL	R00241	['META:GLUTAMATE-1-KINASE-RXN', 'META:GLUTAMATE-1-KINASE-RXN.c']	ATP:L-glutamate 1-phosphotransferase_c0
rxn00669_c0	['ACCOAL2r', 'ACCOAL']	R00920	['META:PROPANOATECOA-LIGASE-RXN.c', 'META:PROPANOATECOA-LIGASE-RXN']	Propanoate:CoA ligase (ADP-forming)_c0
rxn05247_c0	NULL	NULL	NULL	FACOAL140(ISO)_c0
rxn00858_c0	AGMT	R01157	['META:AGMATIN-RXN', 'META:AGMATIN-RXN.c']	Agmatine amidinohydrolase_c0
rxn03136_c0	['ADE13_1', 'ADSL2r', 'ADSL2']	R04559	['META:AICARSYN-RXN', 'META:AICARSYN-RXN.c']	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase_c0
rxn00222_c0	BG(CELLB)	['R00306', 'R06104']	NULL	cellobiose glucohydrolase_c0
rxn10229_c0	NULL	NULL	NULL	isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0
rxn12052_c0	NULL	R08362	NULL	trypanothione:hydroperoxide oxidoreductase_c0
rxn05287_c0	GGTT	R07475	['META:RXN-8813.c', 'META:RXN-8813']	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0
rxn01387_c0	['IDP3_1', 'IDP1_1', 'IDP2_1']	R01899	NULL	Isocitrate:NADP+ oxidoreductase_c0
rxn00818_c0	['RAFGH', 'YBR184W_3']	['R01103', 'R06070']	NULL	Raffinose galactohydrolase_c0
rxn02937_c0	['PRAIS', 'ADE5_7_2']	R04208	['META:AIRS-RXN', 'META:AIRS-RXN.c']	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0
rxn08088_c0	AGPAT180	NULL	NULL	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)_c0
rxn06799_c0	NULL	R04858	NULL	S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase_c0
rxn03467_c0	NULL	['R05998', 'R05117']	NULL	R05117_c0
rxn01652_c0	['THFATm', 'FOMETR']	R02300	['META:RXN-6321.m', 'META:RXN-6321.c']	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0
rxn03541_c0	ADCOBASr	R05226	NULL	adenosylcobinamide amidohydrolase_c0
rxn00350_c0	['GGTAe2', 'GTHRDHpp']	R00494	['META:RXN-12618', 'META:RXN-12618.c', 'META:RXN-12618.e']	glutathione gamma-glutamylaminopeptidase_c0
rxn03137_c0	['ADE16_1', 'AICART', 'ADE17_1']	R04560	META:AICARTRANSFORM-RXN.c	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_c0
rxn10343_c0	HG2abcpp	NULL	NULL	Mercury (Hg+2) ABC transporter (periplasm)_c0
rxn05544_c0	DIPEPabc6	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13398_CPD-13398	oligopeptide-transporting ATPase_c0
rxn08087_c0	AGPAT161	NULL	NULL	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)_c0
rxn01437_c0	['U53', 'FKYNH']	R01959	NULL	N-Formyl-L-kynurenine amidohydrolase_c0
rxn01115_c0	['GND1', 'PGDHr', 'PGDH', 'GND', 'GND2']	R01528	['META:6PGLUCONDEHYDROG-RXN.c.metaexp.NADP_NADPH', 'META:RXN-9952.c', 'META:RXN-9952']	6-phospho-D-gluconate:NADP+ 2-oxidoreductase (decarboxylating)_c0
rxn00992_c0	['3HBUTDH', 'BDH']	R01361	['META:3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN.c', 'META:3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN']	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase_c0
rxn02432_c0	CDPDDGR	R03391	META:1.17.1.1-RXN.c.metaexp.NAD_NADH	CDP-4-dehydro-3,6-dideoxy-D-glucose:NAD+ 3-oxydoreductase_c0
rxn01128_c0	NULL	R01548	NULL	dATP:cytidine 5'-phosphotransferase_c0
rxn05239_c0	['PASR', 'PAPSR', 'PAPR']	R02021	NULL	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)_c0
rxn08312_c0	DASYN181	NULL	NULL	CDP-diacylglycerol synthetase (n-C18:1)_c0
rxn00952_c0	['MET17_3', 'AHSERL2', 'METACH', 'MET17_2']	R01287	['META:ACETYLHOMOSER-CYS-RXN.c', 'META:ACETYLHOMOSER-CYS-RXN']	O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0
rxn01396_c0	['PYDXNK', 'U81']	R01909	['META:PNKIN-RXN.c', 'META:PNKIN-RXN']	ATP:pyridoxine 5'-phosphotransferase_c0
rxn00161_c0	ME2	R00216	['META:MALIC-NADP-RXN.c', 'META:MALIC-NADP-RXN']	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)_c0
rxn01961_c0	['U33', 'NTD10', 'NTD10pp']	R02719	['META:XMPXAN-RXN.c', 'META:XMPXAN-RXN']	Xanthosine 5'-phosphate phosphohydrolase_c0
rxn01517_c0	['URIDK3', 'URA6_3', 'URIDK2rn', 'URIDK2', 'URIDK2r']	R02098	META:RXN-14122	ATP:dUMP phosphotransferase_c0
rxn00371_c0	['YPL276W', 'FDH1', 'FDHr', 'YPL275W', 'FDH']	R00519	['META:1.2.1.2-RXN', 'META:1.2.1.2-RXN.c']	Formate:NAD+ oxidoreductase_c0
rxn06750_c0	NULL	['R06009', 'R04632']	NULL	R04632_c0
rxn10226_c0	NULL	NULL	NULL	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0
rxn09978_c0	NULL	NULL	NULL	beta-glucosidase (methyl-alpha-D-glucoside)_c0
rxn08040_c0	['ACGAMT', 'GLCNACPPUNDs']	R08856	META:GLCNACPTRANS-RXN.c	UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase_c0
rxn09211_c0	PSSA181	NULL	NULL	Phosphatidylserine syntase (n-C18:1)_c0
rxn01807_c0	['U82', 'PYDAMK']	R02493	['META:PYRAMKIN-RXN.c', 'META:PYRAMKIN-RXN']	ATP:pyridoxal 5'-phosphotransferase_c0
rxn05006_c0	NULL	R07238	['META:RXN-8675', 'META:RXN-8675.c']	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase_c0
rxn01840_c0	['ALDD19x', 'R02536']	R02536	META:PHENDEHYD-RXN.c	Phenylacetaldehyde:NAD+ oxidoreductase_c0
rxn11599_c0	NULL	R04318	NULL	R04318_c0
rxn05370_c0	NULL	NULL	NULL	8-methyl-trans-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn01800_c0	CDD1_2	R02485	META:CYTIDEAM-RXN.c	Deoxycytidine aminohydrolase_c0
rxn00533_c0	['ACC1', 'ACCOAC', 'ACCOACrm', 'ACCOACr']	R00742	['META:ACETYL-COA-CARBOXYLTRANSFER-RXN.c', 'META:ACETYL-COA-CARBOXYLTRANSFER-RXN']	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0
rxn02107_c0	NULL	R02941	['META:1.2.1.65-RXN.c', 'META:1.2.1.65-RXN']	salicylaldehyde:NAD+ oxidoreductase_c0
rxn08309_c0	DASYN160	NULL	NULL	CDP-diacylglycerol synthetase (n-C16:0)_c0
rxn05379_c0	NULL	NULL	NULL	12-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn02476_c0	['PSCVTi', 'PSCVT', 'ARO1_5']	R03460	META:2.5.1.19-RXN.c	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase_c0
rxn01512_c0	['YNK1_6', 'NDPK4']	R02093	['META:DTDPKIN-RXN.n', 'META:DTDPKIN-RXN', 'META:DTDPKIN-RXN.c']	ATP:dTDP phosphotransferase_c0
rxn08655_c0	GLYCTO2	NULL	NULL	Glycolate oxidase_c0
rxn03841_c0	['ADCL', 'U88']	R05553	['META:ADCLY-RXN.d', 'META:ADCLY-RXN.c', 'META:ADCLY-RXN']	4-amino-4-deoxychorismate pyruvate-lyase_c0
rxn04954_c0	MTHFR2	R07168	['META:1.5.1.20-RXN.c', 'META:1.5.1.20-RXN.e']	5-methyltetrahydrofolate:NAD+ oxidoreductase_c0
rxn05517_c0	NULL	NULL	NULL	cadminum transport out via antiport_c0
rxn03249_c0	['HACD2i', 'HACD2']	R04748	['META:RXN-12570', 'META:RXN-12570.c']	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase_c0
rxn04113_c0	NULL	R05884	['META:ISPH2-RXN.d.metaexp.NADP_NADPH', 'META:ISPH2-RXN.c.metaexp.NADP_NADPH']	isopentenyl-diphosphate:NAD(P)+ oxidoreductase_c0
rxn00676_c0	['ACACT10rr', 'MACCOAT', 'ACOACAT']	R00927	['META:METHYLACETOACETYLCOATHIOL-RXN.m', 'META:METHYLACETOACETYLCOATHIOL-RXN.c', 'META:METHYLACETOACETYLCOATHIOL-RXN']	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase_c0
rxn00713_c0	['URIK2', 'URK1_1']	R00968	['META:URKI-RXN.c', 'META:URKI-RXN']	GTP:uridine 5'-phosphotransferase_c0
rxn10218_c0	NULL	NULL	NULL	anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0
rxn05909_c0	NULL	R00891	META:RXN-19038	L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)_c0
rxn06979_c0	CBIA	R05815	['META:RXN-8769', 'META:RXN-8769.c']	cobyrinate:L-glutamine amido-ligase (ADP-forming)_c0
rxn05599_c0	NULL	NULL	NULL	cysteate transport via ABC system_c0
rxn01257_c0	['ABZ1', 'ADCS']	R01716	['META:PABASYN-RXN.c', 'META:PABASYN-RXN.m', 'META:PABASYN-RXN.d']	chorismate:L-glutamine aminotransferase_c0
rxn09272_c0	SUCDi	NULL	['META:SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.p.metaexp.CPD-9956_UBIQUINONE-8', 'META:SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.m.metaexp.CPD-9956_UBIQUINONE-8', 'META:SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.c.metaexp.CPD-9956_UBIQUINONE-8']	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)_c0
rxn00903_c0	['BAT2_2', 'VALTA', 'VALTAim']	R01214	['META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN.c', 'META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN.m', 'META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN']	L-Valine:2-oxoglutarate aminotransferase_c0
rxn00056_c0	FEROpp	R00078	['META:RXN0-1483.p', 'META:RXN0-1483.c', 'META:RXN0-1483']	Fe(II):oxygen oxidoreductase_c0
rxn08469_c0	['FDMO1', 'FDMO3']	NULL	NULL	FMNH2-dependent monooxygenase (ethanesulfonate)_c0
rxn01648_c0	['PYNP1r', 'PYNP1']	R02296	NULL	Cytidine:orthophosphate alpha-D-ribosyltransferase_c0
rxn01216_c0	['DPGM', 'GPM1_1']	R01662	['META:BISPHOSPHOGLYCERATE-MUTASE-RXN', 'META:BISPHOSPHOGLYCERATE-MUTASE-RXN.c']	3-phospho-D-glycerate 1,2-phosphomutase_c0
rxn05779_c0	NULL	R00146	NULL	alpha-amino acid:NADP+ oxidoreductase (deaminating)_c0
rxn03991_c0	['NODOy', 'NODO']	R05725	META:R621-RXN.c.metaexp.NADP_NADPH	nitric oxide, NADPH2:oxygen oxidoreductase_c0
rxn02213_c0	['ARO1_2', 'DHQD', 'DHQD1', 'DHQTi']	R03084	['META:3-DEHYDROQUINATE-DEHYDRATASE-RXN.c', 'META:3-DEHYDROQUINATE-DEHYDRATASE-RXN.p', 'META:3-DEHYDROQUINATE-DEHYDRATASE-RXN', 'META:3-DEHYDROQUINATE-DEHYDRATASE-RXN.d']	3-Dehydroquinate hydro-lyase_c0
rxn05441_c0	NULL	NULL	NULL	9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn03365_c0	NULL	R04916	NULL	R04916_c0
rxn03892_c0	['PPTT', 'PPTTm']	R05613	NULL	R05613_c0
rxn05454_c0	NULL	NULL	NULL	15-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0
rxn01127_c0	['U19', 'DADK']	R01547	META:DEOXYADENYLATE-KINASE-RXN.c	ATP:dAMP phosphotransferase_c0
rxn01461_c0	NULL	R01989	NULL	L-Arginine:4-aminobutanoate amidinotransferase_c0
rxn05537_c0	DIPEPabc13	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13406_CPD-13406	oligopeptide-transporting ATPase_c0
rxn04908_c0	NULL	R07105	NULL	trichloroethanol:NAD+ oxidoreductase_c0
rxn05824_c0	NULL	R00383	['META:3.1.2.18-RXN', 'META:3.1.2.19-RXN']	Acyl-CoA hydrolase_c0
rxn05226_c0	['GLCptspp', 'GLCpts']	NULL	NULL	D-glucose transport via PEP:Pyr PTS_c0
rxn08548_c0	G3PAT141	NULL	NULL	glycerol-3-phosphate acyltransferase (C14:1)_c0
rxn11932_c0	NULL	NULL	NULL	Nitrous-oxide:(acceptor) oxidoreductase (NO-forming)_c0
rxn00615_c0	['GLYK', 'GLYKr', 'GUT1']	R00847	['META:GLYCEROL-KIN-RXN', 'META:GLYCEROL-KIN-RXN.c']	ATP:glycerol 3-phosphotransferase_c0
rxn08468_c0	FDMO2	R10206	META:RXN-18086	FMNH2-dependent monooxygenase (methanesulfonate)_c0
rxn06160_c0	NULL	R02366	NULL	Acyl-CoA:retinol O-acyltransferase_c0
rxn05382_c0	NULL	NULL	NULL	14-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn05445_c0	NULL	NULL	NULL	4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn00332_c0	NULL	R00474	['META:2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN', 'META:2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN.c']	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating)_c0
rxn05341_c0	['3OAR80', 'HOCR3']	R04536	NULL	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0
rxn05449_c0	NULL	NULL	NULL	12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0
rxn03971_c0	NULL	R05701	META:RXN-1241.c.metaexp.NADP_NADPH	Coniferyl aldehyde:NADP oxidoreductase_c0
rxn10206_c0	NULL	NULL	NULL	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0
rxn01626_c0	['DIHYP', 'DHPM1']	R02269	['META:DIHYDROPYRIMIDINASE-RXN.c', 'META:DIHYDROPYRIMIDINASE-RXN']	5,6-Dihydrouracil amidohydrolase_c0
rxn00495_c0	NULL	R00697	['META:4.3.1.25-RXN.c', 'META:PHENYLALANINE-AMMONIA-LYASE-RXN.c']	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)_c0
rxn06870_c0	NULL	R05175	NULL	[Protein]-L-serine epimerase_c0
rxn00743_c0	['ALKP', 'ALKPr']	R01010	META:RXN0-7249	Glycerone phosphate phosphohydrolase_c0
rxn10202_c0	NULL	NULL	NULL	glycerol-3-phosphate: acyl-coa acyltransferase (16:0)_c0
rxn06735_c0	NULL	['R05940', 'R04583']	META:RXN-18275	CMP-N-acetylneuraminate:alpha-N-acetylneuraminyl-2,3-beta-D-galactoside alpha-2,8-N-acetylneuraminyltransferase_c0
rxn03236_c0	4AHD2	R04734	NULL	4a-hydroxytetrahydrobiopterin hydro-lyase_c0
rxn01265_c0	['NAPRTr', 'NPT1_2', 'NAPRTm', 'NCTPPRT', 'NAPRT', 'NPT1_1']	R01724	META:NICOTINATEPRIBOSYLTRANS-RXN.c	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase_c0
rxn00874_c0	['KAT2', 'POT1_7', 'ACACT2r']	R01177	['META:RXN-12565', 'META:RXN-12565.c']	butanoyl-CoA:acetyl-CoA C-butanoyltransferase_c0
rxn00834_c0	['FUN63', 'YAR075W', 'IMD3', 'PUR5', 'IMD4', 'IMPD']	R01130	['META:IMP-DEHYDROG-RXN', 'META:IMP-DEHYDROG-RXN.d', 'META:IMP-DEHYDROG-RXN.c']	IMP:NAD+ oxidoreductase_c0
rxn00782_c0	['GAPD_NADP', 'GAPD(nadp)']	R01063	['META:GAPDHSYNEC-RXN.c.metaexp.NADP_NADPH', 'META:1.2.1.13-RXN.d', 'META:1.2.1.13-RXN', 'META:1.2.1.13-RXN.c']	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)_c0
rxn06540_c0	NULL	R03956	NULL	Glutathione:poly(4-glutamyl-cysteinyl)glycine 4-glutamylcysteinyltransferase_c0
rxn11917_c0	NULL	R08408	NULL	Aldehyde:oxygen oxidoreductase_c0
rxn05189_c0	NULL	NULL	META:ABC-9-RXN	Fe(III)dicitrate-ABC transport_c0
rxn00704_c0	['PGM1_2', 'PGMT', 'PGM2_2']	['R08639', 'R00959']	['META:5.4.2.5-RXN.c', 'META:PHOSPHOGLUCMUT-RXN.c', 'META:PHOSPHOGLUCMUT-RXN', 'META:RXN-16999']	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0
rxn01459_c0	NULL	R01986	META:RXN-14209	4-Aminobutyraldehyde:NAD+ oxidoreductase_c0
rxn05252_c0	NULL	NULL	NULL	FACOAL170(ISO)_c0
rxn01671_c0	RNMK	R02324	['META:RIBOSYLNICOTINAMIDE-KINASE-RXN.c', 'META:RIBOSYLNICOTINAMIDE-KINASE-RXN']	ATP:N-ribosylnicotinamide 5'-phosphotransferase_c0
rxn02362_c0	CDPGS	R03298	NULL	R03298_c0
rxn05627_c0	NULL	NULL	NULL	nitrate transport in via proton symport_c0
rxn12642_c0	MEAMP1(ala-his)	NULL	['META:RXN0-6978', 'META:RXN0-6978.c']	RXN0-6978.c_c0
rxn05313_c0	['PIt7', 'PIt8']	NULL	NULL	phosphate transport in/out via three Na+ symporter_c0
rxn05180_c0	['CRNabc', 'CRNabcpp']	NULL	NULL	Carnitine-ABC transport_c0
rxn10339_c0	NULL	NULL	NULL	isotetradecanoyl-cardiolipin synthase_c0
rxn05620_c0	NULL	NULL	NULL	MOPS transport via ABC system_c0
rxn10010_c0	ACOAD2	NULL	['META:RXN-12559', 'META:RXN-12559.c', 'META:RXN-12559.m']	trans-2-hexenoyl-CoA  reductase (NAD+)_c0
rxn11702_c0	NULL	R08165	['META:2.5.1.64-RXN', 'META:2.5.1.64-RXN.c', 'META:2.5.1.64-RXN.d']	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase_c0
rxn07673_c0	NULL	R07883	NULL	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0
rxn01332_c0	['DDPA', 'DDPAm', 'ARO3', 'ARO4', 'DAHPS']	R01826	['META:DAHPSYN-RXN.c', 'META:DAHPSYN-RXN']	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0
rxn01510_c0	NULL	R02091	NULL	dGTP:cytidine 5'-phosphotransferase_c0
rxn10273_c0	NULL	NULL	NULL	stearoyl-UDP-glucosyltransferase (diglucosyl)_c0
rxn01945_c0	['R02698', '4HPHAC3MO', 'HPA3MO']	R02698	NULL	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (3-hydroxylating)_c0
rxn01530_c0	NULL	R02124	['META:RETINOL-DEHYDROGENASE-RXN.r', 'META:RETINOL-DEHYDROGENASE-RXN', 'META:RETINOL-DEHYDROGENASE-RXN.c']	retinol:NAD+ oxidoreductase_c0
rxn00785_c0	TKT2	R01067	NULL	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0
rxn00693_c0	['METSMHPGLUT_b', 'MTHFB12D', 'U47', 'METSr', 'METS']	R00946	META:HOMOCYSMETB12-RXN.c	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0
rxn03909_c0	DXPS	R05636	['META:DXS-RXN', 'META:DXS-RXN.c']	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_c0
rxn10806_c0	['CYTBD2', 'CYTBD2pp']	NULL	NULL	cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)_c0
rxn01101_c0	['SER3', 'PGCDr', 'PGCD', 'SER33']	R01513	['META:PGLYCDEHYDROG-RXN', 'META:PGLYCDEHYDROG-RXN.c', 'META:PGLYCDEHYDROG-RXN.d']	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0
rxn05355_c0	['ETR1_5', 'FAS1_5_2', 'EAR120y']	R04725	['META:RXN-9534', 'META:RXN-9534.c']	Dodecanoyl-[acyl-carrier protein]: malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0
rxn00355_c0	['GALTi', 'GALT', 'GAL7_1']	R00502	META:UTPHEXPURIDYLYLTRANS-RXN.c	UTP:alpha-D-galactose-1-phosphate uridylyltransferase_c0
rxn03084_c0	['PRFGS', 'ADE6']	R04463	['META:FGAMSYN-RXN', 'META:FGAMSYN-RXN.c']	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0
rxn10233_c0	NULL	NULL	NULL	anteisoheptadecanoyl-phosphatidylserine decarboxylase_c0
rxn06600_c0	NULL	R04125	NULL	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)_c0
rxn00216_c0	['GLK1_1', 'HXK1_2', 'HEX1', 'HXK2_2']	R00299	META:GLUCOKIN-RXN	ATP:D-glucose 6-phosphotransferase_c0
rxn05395_c0	NULL	NULL	NULL	9-methyl-trans-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn06728_c0	NULL	R04564	['META:2.4.99.8-RXN.c', 'META:2.4.99.8-RXN']	CMP-N-acetylneuraminate:alpha-N-acetylneuraminyl-2,3-beta-D-galactoside alpha-2,8-N-acetylneuraminyltransferase_c0
rxn02005_c0	['TREptspp', 'TREpts']	NULL	META:TRANS-RXN-168.cp	trehalose transport via PEP:Pyr PTS_c0
rxn00558_c0	['PGI1_1', 'PGI']	R00771	NULL	D-glucose-6-phosphate aldose-ketose-isomerase_c0
rxn12635_c0	MEAMP1(gly-met)	NULL	['META:RXN0-6974', 'META:RXN0-6974.c']	RXN0-6974.c_c0
rxn00346_c0	['U98', 'ASP1DC']	R00489	['META:ASPDECARBOX-RXN', 'META:ASPDECARBOX-RXN.c']	L-aspartate 1-carboxy-lyase (beta-alanine-forming)_c0
rxn05297_c0	GLUt2r	NULL	NULL	TRANS-RXNBWI-115637.ce.maizeexp.GLT_c0
rxn04726_c0	NULL	R06917	NULL	1-hydroxymethylnaphthalene:NAD+ oxidoreductase_c0
rxn00550_c0	FBP26	R00763	NULL	beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase_c0
rxn07841_c0	NULL	R08051	['META:RXN-4303.c', 'META:RXN-4303']	2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase_c0
rxn01859_c0	['PUNP2', 'PNP1_4']	R02557	META:DEOXYADENPHOSPHOR-RXN	Deoxyadenosine:orthophosphate ribosyltransferase_c0
